slabinfo.hugetlbfs_inode_cache.active_objs,26
slabinfo.hugetlbfs_inode_cache.num_objs,26
slabinfo.hugetlbfs_inode_cache.active_slabs,1
slabinfo.hugetlbfs_inode_cache.num_slabs,1
slabinfo.dquot.active_objs,395
slabinfo.dquot.num_objs,408
slabinfo.dquot.active_slabs,25
slabinfo.dquot.num_slabs,25
slabinfo.eventpoll_pwq.active_objs,728
slabinfo.eventpoll_pwq.num_objs,728
slabinfo.eventpoll_pwq.active_slabs,13
slabinfo.eventpoll_pwq.num_slabs,13
slabinfo.dax_cache.active_objs,42
slabinfo.dax_cache.num_objs,42
slabinfo.dax_cache.active_slabs,2
slabinfo.dax_cache.num_slabs,2
slabinfo.request_queue.active_objs,60
slabinfo.request_queue.num_objs,60
slabinfo.request_queue.active_slabs,4
slabinfo.request_queue.num_slabs,4
slabinfo.biovec-max.active_objs,106
slabinfo.biovec-max.num_objs,117
slabinfo.biovec-max.active_slabs,29
slabinfo.biovec-max.num_slabs,29
slabinfo.biovec-128.active_objs,144
slabinfo.biovec-128.num_objs,144
slabinfo.biovec-128.active_slabs,9
slabinfo.biovec-128.num_slabs,9
slabinfo.biovec-64.active_objs,64
slabinfo.biovec-64.num_objs,64
slabinfo.biovec-64.active_slabs,4
slabinfo.biovec-64.num_slabs,4
slabinfo.dmaengine-unmap-256.active_objs,15
slabinfo.dmaengine-unmap-256.num_objs,15
slabinfo.dmaengine-unmap-256.active_slabs,1
slabinfo.dmaengine-unmap-256.num_slabs,1
slabinfo.dmaengine-unmap-128.active_objs,30
slabinfo.dmaengine-unmap-128.num_objs,30
slabinfo.dmaengine-unmap-128.active_slabs,1
slabinfo.dmaengine-unmap-128.num_slabs,1
slabinfo.dmaengine-unmap-16.active_objs,84
slabinfo.dmaengine-unmap-16.num_objs,84
slabinfo.dmaengine-unmap-16.active_slabs,4
slabinfo.dmaengine-unmap-16.num_slabs,4
slabinfo.dmaengine-unmap-2.active_objs,189258
slabinfo.dmaengine-unmap-2.num_objs,189303
slabinfo.dmaengine-unmap-2.active_slabs,2957
slabinfo.dmaengine-unmap-2.num_slabs,2957
slabinfo.sock_inode_cache.active_objs,875
slabinfo.sock_inode_cache.num_objs,875
slabinfo.sock_inode_cache.active_slabs,35
slabinfo.sock_inode_cache.num_slabs,35
slabinfo.skbuff_ext_cache.active_objs,128
slabinfo.skbuff_ext_cache.num_objs,128
slabinfo.skbuff_ext_cache.active_slabs,4
slabinfo.skbuff_ext_cache.num_slabs,4
slabinfo.skbuff_fclone_cache.active_objs,240
slabinfo.skbuff_fclone_cache.num_objs,240
slabinfo.skbuff_fclone_cache.active_slabs,15
slabinfo.skbuff_fclone_cache.num_slabs,15
slabinfo.skbuff_head_cache.active_objs,336
slabinfo.skbuff_head_cache.num_objs,384
slabinfo.skbuff_head_cache.active_slabs,24
slabinfo.skbuff_head_cache.num_slabs,24
